,,pid1263b-04,pid52932-19,pid9048b-08,pid9049b-04,pid9054b-04,pid9055b-04,pid9058b-04,pid9059b-08,pid9060b-02,pid9062b-07,pid9063b-08,pid9064-15,pid9066b-04,pid9069-04,pid9070b-16,pid9072b-08,pid9074g-04,pid9075b-04,pid9076-14,pid9077-02,pid9093b-10,pid9094b-04,pid9099b-08,pid9101b-15,pid9104b-04,pid9111b-06,pid9118b-08,pid9119-09,pid9139b-04,pid9158-10,pid9166k-05,pid9170b-04,pid9174b-04,pid9192b-04
102,2,151.1349,128.64367,151.68122,110.00122,116.76122,149.50122,119.00122,133.38122,125.6149,174.58122,110.59245,149.02367,167.74367,179.94122,88.681224,134.46857,127.18122,123.44122,126.68122,126.46122,134.42122,139.96122,141.80714,142.24122,140.44122,147.13245,137.67735,118.64122,149.2949,115.97245,124.00122,157.70367,111.60122,145.92367
103,0,152.92417,130.06417,152.59709,111.10417,117.88417,150.62417,120.10417,134.48417,126.76417,176.44417,111.57854,150.28417,169.08417,181.04417,89.624172,135.92417,127.92785,124.68417,127.98417,127.76417,135.38417,141.00417,143.04417,143.40417,142.14417,148.70417,139.12417,119.76417,150.56417,117.46417,124.98139,158.82417,112.56417,147.06417
103,1,153.59175,130.55175,153.21175,111.67175,118.21175,151.25175,120.63175,135.15175,127.07175,177.11175,112.03175,150.93524,170.09175,181.71175,89.951746,136.57175,128.21175,125.31175,128.31175,128.07175,135.99175,141.67175,143.77175,143.95175,142.85175,149.23175,139.73175,120.37175,151.09175,117.95175,125.51175,159.33175,113.21175,147.49175
103,2,153.84649,130.88883,153.62649,112.04649,118.40649,151.64649,120.94649,135.54648,127.37165,177.54648,112.3755,151.38648,170.62649,182.20648,90.166485,136.88648,128.4933,125.70649,128.54648,128.30649,136.38648,142.08649,144.16648,144.26648,143.18649,149.46649,140.10648,120.76649,151.45236,118.20941,125.86824,159.58649,113.56649,147.72649
104,0,154.00966,131.16898,153.94898,112.20983,118.60898,151.94898,121.22898,135.88898,127.52949,178.00898,112.60898,151.76898,170.96898,182.60796,90.44898,137.16898,128.74898,125.98898,128.77633,128.53949,136.64898,142.44898,144.52898,144.60898,143.48949,149.72898,140.44898,121.10898,151.66898,118.46898,126.20898,159.82898,113.82966,147.94949
104,1,154.33986,131.43986,154.29986,112.43986,118.82164,152.15986,121.46247,136.21986,127.74747,178.23986,112.89986,152.11986,171.25986,182.97986,90.697466,137.42662,128.99986,126.28247,128.96662,128.73329,136.93986,142.77986,144.85986,144.82747,143.81986,149.91986,140.68662,121.45986,151.92747,118.69986,126.37986,160.05986,114.13986,148.17986
104,2,154.63333,131.69333,154.57333,112.67333,119.05333,152.43111,121.73333,136.53333,128.01333,178.49333,113.19333,152.49333,171.59333,183.39333,90.913333,137.73333,129.31333,126.57333,129.19778,128.95778,137.27333,143.21333,145.14167,145.13333,144.09333,150.19333,140.99333,121.81333,152.23333,118.93333,126.65333,160.33333,114.37333,148.47333
105,0,154.91778,131.93778,154.85778,112.87778,119.26593,152.63778,121.99778,136.81778,128.19778,178.79778,113.39778,152.77778,171.85778,183.73778,91.157778,138.01778,129.55778,126.81778,129.38756,129.14756,137.51778,143.61778,145.43778,145.39778,144.33778,150.39778,141.19778,122.09778,152.51778,119.17778,126.89778,160.53694,114.63778,148.69778
105,1,155.16544,132.22544,155.12544,113.10544,119.45924,152.86544,122.20544,137.12544,128.40909,179.10544,113.68544,153.10544,172.06544,184.08544,91.405442,138.24257,129.82544,127.10544,129.59386,129.35515,137.76181,143.96544,145.70544,145.66544,144.60544,150.60544,141.50544,122.36544,152.78544,119.32544,127.16544,160.76544,114.82386,148.86544
105,2,155.45569,132.45569,155.37569,113.33569,119.66285,153.09569,122.46285,137.41569,128.65569,179.37569,113.97569,153.39569,172.35569,184.43569,91.621423,138.49569,130.07569,127.39569,129.80142,129.56642,137.97569,144.25569,145.99569,145.95569,144.89569,150.81569,141.81569,122.63569,153.03569,119.59569,127.41569,161.01569,115.09569,149.13569
106,0,155.74853,132.72853,155.68853,113.50853,119.86853,153.34853,122.72853,137.68853,128.92853,179.64853,114.22853,153.72853,172.70853,184.80853,91.868526,138.74853,130.32853,127.62853,130.00926,129.79265,138.24853,144.58853,146.30853,146.22853,145.14853,151.03371,142.08853,122.90853,153.28853,119.82853,127.66853,161.25926,115.36853,149.36853
106,1,156.06263,133.02263,156.04263,113.84263,120.12263,153.54263,122.98263,138.04263,129.26263,180.10263,114.52816,154.08263,173.34263,185.32263,92.16263,139.02263,130.62263,127.95544,130.20316,129.96453,138.60263,144.94263,146.66263,146.48263,145.48263,151.28632,142.52263,123.20263,153.60263,120.06853,127.92263,161.48754,115.70263,149.66263
106,2,156.29093,133.37093,156.29093,114.05523,120.39093,153.81093,123.25093,138.39093,129.37093,180.63093,114.73093,154.36364,174.09093,185.71093,92.47093,139.35093,130.95093,128.16046,130.43698,130.21523,138.93093,145.27047,147.01093,146.80047,145.81093,151.61093,143.01093,123.57093,153.88364,120.39093,128.18682,161.75698,116.00047,149.89093
107,0,156.62181,133.58591,156.54836,114.24181,120.61394,154.04181,123.56181,138.72181,129.62181,180.94181,114.96727,154.68181,174.90181,186.04181,92.681814,139.62591,131.22181,128.40181,130.63795,130.42181,139.26181,145.54181,147.30181,147.08181,146.14181,151.84181,143.40181,123.88181,154.16181,120.63591,128.42181,161.99591,116.2253,150.14181
107,1,156.86045,133.82045,156.82045,114.44045,120.84045,154.30045,123.76508,139.00045,129.86045,181.20045,115.21523,154.96045,175.46136,186.38045,92.905227,139.88045,131.50045,128.68045,130.86045,130.62045,139.46045,145.86045,147.58045,147.32045,146.36045,152.10045,143.74045,124.14045,154.42045,120.86045,128.76045,162.22045,116.46045,150.38045
107,2,157.15329,134.09329,157.09329,114.67466,121.03329,154.57329,123.99329,139.27329,130.13329,181.49329,115.47329,155.23329,175.95329,186.75329,93.153288,140.11329,131.71329,128.91329,131.09082,130.85329,139.73329,146.19329,147.85329,147.59329,146.61329,152.37329,144.03329,124.43329,154.69329,121.05329,128.94164,162.47329,116.67329,150.59329
108,0,157.43193,134.37193,157.35193,114.87193,121.24096,154.85193,124.25193,139.55193,130.31193,181.87193,115.73193,155.53193,176.29193,187.11193,93.391927,140.38096,131.99193,129.15193,131.30096,131.07193,139.95193,146.49193,148.13193,147.87193,146.86096,152.59193,144.33193,124.71193,154.97193,121.31193,129.13193,162.71193,116.91193,150.83193
108,1,157.69896,134.55896,157.59896,115.01896,121.42632,155.01896,124.47896,139.81896,130.52448,182.03896,115.97896,155.79896,176.55896,187.39896,93.584478,140.62448,132.22448,129.35965,131.48224,131.24224,140.16632,146.77896,148.37896,148.08448,147.06448,152.75896,144.49896,124.97896,155.22448,121.49896,129.31896,162.95896,117.11896,151.05896
108,2,157.97946,134.79946,157.83946,115.21946,121.65946,155.25946,124.71946,140.09946,130.77946,182.29946,116.22473,156.07946,176.85946,187.75946,93.819456,140.87946,132.47946,129.59946,131.69473,131.45946,140.41946,147.13946,148.65946,148.33946,147.33946,153.02473,144.77946,125.25946,155.51946,121.71946,129.55946,163.19946,117.37946,151.29946
109,0,158.25882,135.01882,158.07882,115.43882,121.87882,155.45882,124.95882,140.35882,130.97882,182.57882,116.47882,156.35882,177.11882,188.07882,94.018821,141.13882,132.73882,129.83882,131.89882,131.67882,140.65882,147.49882,148.93882,148.59882,147.55882,153.19882,145.01882,125.51882,155.79882,121.92376,129.79882,163.42441,117.61882,151.53882
109,1,158.56843,135.26844,158.30844,115.64844,122.05922,155.68844,125.18844,140.60843,131.16961,182.90844,116.70843,156.62844,177.58844,188.42844,94.248435,141.38843,132.96844,130.08844,132.12922,131.86961,140.86844,147.78843,149.20844,148.86844,147.84843,153.42844,145.28843,125.72844,156.06843,122.14844,130.02844,163.66843,117.86844,151.76844
109,2,158.80708,135.48708,158.56707,115.84708,122.26708,155.86708,125.40708,140.88708,131.38927,183.22708,116.98708,156.94708,177.94708,188.74708,94.487075,141.66708,133.22708,130.32708,132.32618,132.08542,141.10708,148.06707,149.48708,149.14708,148.10854,153.60708,145.58708,125.96707,156.32708,122.36708,130.28707,163.88927,118.10707,152.00707
110,0,159.1066,135.7683,158.7683,116.0283,122.4683,156.1283,125.6683,141.1483,131.6483,183.5483,117.2283,157.2283,178.4483,189.1266,94.708299,141.9083,133.4883,130.5683,132.5683,132.3283,141.3683,148.3483,149.7683,149.4483,148.3683,153.8483,145.8683,126.2283,156.6083,122.6083,130.5483,164.1483,118.3683,152.2483
110,1,159.37016,136.11016,159.07016,116.25016,122.71016,156.27016,125.95016,141.45016,131.91016,183.95016,117.45016,157.53016,178.77048,189.43016,94.950159,142.17016,133.73016,130.89016,132.73004,132.48252,141.65016,148.63016,150.09016,149.73016,148.67016,154.09016,146.25016,126.53016,156.87016,122.87016,130.81016,164.41016,118.65016,152.45016
110,2,159.7249,136.5049,159.35745,116.5449,122.9849,156.63298,126.2249,141.8449,132.1649,184.4849,117.8249,158.0449,179.7049,189.9049,95.187449,142.50745,134.1649,131.2849,133.0049,132.7649,141.9649,148.9449,150.4849,150.08745,149.0849,154.4449,146.7649,126.8849,157.2649,123.24745,131.1649,164.65372,119.0049,152.6683
111,0,160.01999,136.82993,159.66993,116.92993,123.27545,156.96999,126.50993,142.34993,132.32999,185.08993,118.07727,158.76993,180.60993,190.36993,95.449932,142.76997,134.52993,131.76993,133.28993,133.04999,142.26993,149.20993,150.88993,150.50993,149.52997,154.74993,147.28993,127.12999,157.66993,123.56993,131.46599,164.90999,119.34993,152.88993
111,1,160.29541,137.12082,159.86082,117.22082,123.40082,157.16082,126.70082,142.68082,132.60082,185.42082,118.28082,159.06082,181.09163,190.74082,95.720816,143.06082,134.74082,132.02082,133.48082,133.26082,142.60082,149.50082,151.18082,150.78082,149.84082,154.96082,147.62082,127.46082,157.98082,123.82082,131.70082,165.20082,119.56082,153.16082
111,2,160.53365,137.34455,160.09365,117.39365,123.59183,157.37365,126.93365,142.95365,132.80091,185.69365,118.49365,159.33365,181.47365,191.07365,95.933651,143.29365,134.95365,132.23365,133.68455,133.46455,142.82455,149.77365,151.43365,150.99365,150.04182,155.15365,147.85365,127.71365,158.25365,124.01365,131.91365,165.38591,119.79365,153.34183
112,0,160.8239,137.6239,160.3639,117.5639,123.80848,157.54898,127.1839,143.2439,133.0239,185.9639,118.7639,159.5839,181.8639,191.4317,96.1239,143.5639,135.2439,132.5039,133.90695,133.6839,143.0639,150.0639,151.6839,151.24695,150.2839,155.4039,148.10797,127.96695,158.50695,124.18848,132.1239,165.6639,120.0239,153.5239
112,1,161.11093,137.89093,160.59093,117.77093,124.01093,157.79093,127.45093,143.51093,133.27093,186.25093,118.97093,159.85093,181.99093,191.81093,96.35093,143.81093,135.51093,132.77093,134.09093,133.87093,143.29093,150.37093,151.97093,151.53093,150.55093,155.61093,148.39093,128.25093,158.81093,124.43093,132.39093,165.89093,120.23093,153.73093
112,2,161.39859,138.15859,160.83859,117.99859,124.23859,158.03859,127.65859,143.81859,133.51859,186.57859,119.25859,160.11859,182.27859,192.15859,96.574297,144.05859,135.73859,133.03859,134.33859,134.09859,143.55859,150.65859,152.27859,151.79859,150.83859,155.79859,148.61859,128.51859,159.07859,124.65859,132.65859,166.13859,120.47859,153.99859
113,0,161.67143,138.39143,161.11143,118.19143,124.43143,158.21143,127.87143,144.09143,133.71143,186.79143,119.45143,160.35071,182.49143,192.49143,96.811429,144.29143,136.01143,133.27143,134.49143,134.27143,143.75143,150.93143,152.55143,152.05143,151.09143,156.05071,148.87143,128.75143,159.35143,124.85143,132.87143,166.41143,120.69143,154.21143
113,1,161.91007,138.66003,161.28003,118.39007,124.61007,158.43003,128.09007,144.37007,133.95007,187.07007,119.73007,160.61007,182.73007,192.79007,97.030068,144.51007,136.27007,133.53007,134.71007,134.47007,143.99007,151.21007,152.81007,152.31007,151.35007,156.31003,149.13007,128.99007,159.61007,125.07007,133.11007,166.65007,120.89007,154.43007
113,2,162.15705,138.87705,161.49705,118.59705,124.83705,158.65705,128.31705,144.63705,134.17705,187.39705,119.97353,160.83705,183.09705,193.13705,97.257052,144.75705,136.49705,133.75705,134.93705,134.71705,144.23705,151.47705,153.07705,152.55705,151.57705,156.43705,149.35705,129.25705,159.87705,125.25705,133.33705,166.89705,121.11705,154.65705
114,0,162.45254,139.15254,161.77254,118.81254,125.03751,158.83254,128.55127,144.93254,134.41254,187.77254,120.23254,161.07254,183.43254,193.45254,97.49254,144.99254,136.74127,134.02127,135.14127,134.91051,144.47254,151.77254,153.35254,152.83254,151.81254,156.65254,149.61254,129.47254,160.17254,125.53254,133.61254,167.17254,121.35254,154.87127
114,1,162.72307,139.42921,162.0696,119.04921,125.30921,159.1196,128.7996,145.22921,134.6996,188.20921,120.4896,161.3164,183.92921,193.80921,97.849603,145.2596,137.02921,134.32921,135.34307,135.1164,144.71987,152.04921,153.64921,153.14921,152.12921,156.98921,149.90921,129.76921,160.47384,125.78921,133.8896,167.4198,121.6396,155.1548
114,2,163.00526,139.70526,162.24526,119.30526,125.50526,159.36526,129.08526,145.52526,134.86905,188.50526,120.70526,161.56526,184.54052,194.10526,98.085261,145.54526,137.32526,134.60526,135.52526,135.28526,144.94526,152.34526,153.94526,153.44526,152.42526,157.28526,150.20526,130.12526,160.70526,126.06526,134.10526,167.62526,121.90526,155.40526
115,0,163.26712,139.96712,162.54712,119.50712,125.68904,159.66712,129.32712,145.82712,135.10856,188.98712,120.96712,161.83856,185.08712,194.44712,98.28712,145.78712,137.72712,134.86712,135.74942,135.52712,145.14712,152.62712,154.26712,153.74712,152.70712,157.54712,150.58712,130.36712,161.00712,126.30712,134.42424,167.90712,122.08712,155.60712
115,1,163.52347,140.19673,162.77674,119.65674,125.87674,159.89674,129.57674,146.07674,135.33674,189.23674,121.17673,162.05674,185.62367,194.75673,98.516735,146.05674,137.95674,135.07674,135.93674,135.69673,145.39674,152.89674,154.53673,153.99674,152.95674,157.73674,150.89674,130.59674,161.27674,126.55674,134.63673,168.15674,122.31673,155.83674
115,2,163.85796,140.45796,163.03796,119.91796,126.10398,160.09796,129.77796,146.33796,135.57796,189.57796,121.41796,162.31796,186.07796,195.09796,98.737959,146.29796,138.19796,135.29796,136.15796,135.93796,145.62599,153.15796,154.79796,154.21796,153.17796,157.97796,151.13796,130.89796,161.53796,126.71796,134.87796,168.38599,122.55796,155.99796
116,0,164.10041,140.74041,163.26041,120.08041,126.32041,160.26041,130.0152,146.60041,135.82041,189.84041,121.68041,162.54041,186.34041,195.44041,98.920408,146.52041,138.46041,135.54041,136.3752,136.14041,145.84041,153.44041,155.06041,154.46041,153.44041,158.22041,151.38041,131.12041,161.80041,126.98041,135.08041,168.66041,122.78041,156.24041
116,1,164.3946,140.9346,163.4723,120.2546,126.4946,160.4746,130.2546,146.8546,136.0623,190.0946,121.8746,162.7546,186.51153,195.7346,99.154603,146.7346,138.7146,135.7746,136.5346,136.2946,146.0546,153.6946,155.3146,154.7146,153.6746,158.3946,151.6146,131.3746,162.0546,127.1346,135.2946,168.8546,122.9546,156.4346
116,2,164.65324,141.21324,163.73324,120.49324,126.73324,160.73324,130.49324,147.13324,136.29324,190.39324,122.14162,163.01324,186.73324,196.09324,99.361621,146.99324,138.95324,136.01324,136.79324,136.55324,146.29324,153.99324,155.61324,154.99324,153.95324,158.63324,151.89324,131.61324,162.37324,127.37324,135.57324,169.13324,123.19324,156.69324
117,0,164.90866,141.44866,163.94866,120.68866,126.91933,160.90866,130.71933,147.38866,136.50866,190.64866,122.38866,163.22866,186.91933,196.42866,99.568662,147.22866,139.20866,136.24866,136.98866,136.74866,146.50866,154.26866,155.86866,155.24866,154.18866,158.86866,152.16866,131.82866,162.64866,127.54866,135.78866,169.36866,123.40866,156.88866
117,1,165.14989,141.68989,164.18989,120.84989,127.08427,161.12989,130.90989,147.64989,136.72989,190.90989,122.62989,163.48989,187.12989,196.68994,99.769943,147.50989,139.46989,136.48989,137.14989,136.90989,146.74989,154.48989,156.12989,155.50989,154.42989,159.08989,152.40989,132.05994,162.88989,127.72989,136.02989,169.60989,123.62989,157.12989
117,2,165.41692,141.87692,164.39692,121.09692,127.29692,161.37897,131.16346,147.91692,136.95692,191.17692,122.87692,163.73692,187.41692,197.05692,100.01692,147.71692,139.69692,136.71692,137.41692,137.17692,147.01692,154.77692,156.39692,155.77692,154.65692,159.31692,152.67692,132.31692,163.19692,127.95692,136.27692,169.85692,123.85692,157.31692
118,0,165.68136,142.15568,164.63568,121.38136,127.53568,161.58136,131.36136,148.20136,137.18136,191.50136,123.12136,164.02136,187.70136,197.40136,100.20136,148.00136,139.98136,136.98136,137.57568,137.33568,147.24136,155.05379,156.68136,156.06136,154.89568,159.49568,152.96136,132.54136,163.48136,128.18136,136.52136,170.10136,124.12136,157.53448
118,1,165.98064,142.40063,164.90063,121.70064,127.76063,161.92064,131.65383,148.52064,137.40063,191.86064,123.38064,164.34063,188.36064,197.80064,100.46766,148.28532,140.30064,137.30064,137.82064,137.58064,147.5134,155.30064,156.96064,156.34063,155.16064,159.78063,153.32064,132.84063,163.78063,128.52064,136.78063,170.36064,124.38064,157.76064
118,2,166.2702,142.5901,165.2102,122.1302,127.9502,162.2101,131.8102,148.9502,137.6302,192.2102,123.6502,164.7102,188.89041,198.2302,100.6502,148.5702,140.5502,137.6902,137.9902,137.7601,147.6902,155.5702,157.3102,156.7302,155.4902,160.0102,153.7302,133.0302,164.0302,128.7702,137.1102,170.6302,124.6502,157.9702
119,0,166.59265,142.84566,165.45265,122.65265,128.21265,162.43088,132.09265,149.47265,137.84807,192.63265,123.93755,165.11265,189.61265,198.63265,100.92253,148.89265,140.97088,138.21265,138.19853,137.97088,147.95265,155.80585,157.60422,157.09265,155.82133,160.41265,154.13265,133.41265,164.29566,129.17491,137.49194,170.82044,124.85265,158.14855
119,1,166.86095,143.10819,165.72819,123.02095,128.40095,162.64516,132.34095,149.82095,138.08548,192.98095,124.16095,165.38095,190.22095,198.98095,101.15548,149.20095,141.24548,138.56095,138.41365,138.17365,148.18095,156.08095,157.90095,157.44095,156.12095,160.62698,154.40095,133.76095,164.58095,129.18884,137.50777,171.04516,125.08095,158.40095
119,2,167.17442,143.37442,166.01442,123.25442,128.63442,162.91442,132.53442,150.13442,138.37442,193.37442,124.43147,165.79442,190.85442,199.33442,101.37442,149.43442,141.51442,138.91442,138.65442,138.41442,148.41442,156.39442,158.17442,157.77442,156.39442,160.85442,154.65442,134.09442,164.85442,129.41442,137.77442,171.29442,125.29442,158.61442
120,0,167.41306,143.63306,166.23306,123.53306,128.81306,163.19153,132.79306,150.41306,138.57306,193.79306,124.67306,166.07306,191.17306,199.65306,101.61306,149.69153,141.77306,139.17306,138.87769,138.63769,148.63306,156.63306,158.43306,158.07306,156.65306,161.13306,154.89306,134.37306,165.13306,129.63306,138.05306,171.53306,125.53306,158.83306
120,1,167.6917,143.8517,166.5117,123.6917,129.01085,163.3117,132.9639,150.6917,138.7717,193.9517,124.8717,166.3117,191.4117,199.9517,101.8317,149.9117,142.0117,139.3917,139.03723,138.79085,148.8317,156.8917,158.6717,158.2917,156.8717,161.3117,155.0917,134.6517,165.3717,129.82271,138.2517,171.78085,125.7717,159.0317
120,2,167.99097,144.13098,166.71097,123.89033,129.2782,163.59097,133.21097,151.01098,139.05097,194.21195,125.18049,166.57098,191.67098,200.29098,102.09098,150.21097,142.29098,139.67098,139.27699,139.04049,149.11098,157.19098,158.97098,158.57098,157.19098,161.55097,155.37097,134.97098,165.67195,130.07098,138.49097,172.07098,125.99098,159.29098
121,0,168.26381,144.34381,166.98381,124.10381,129.45691,163.78381,133.44381,151.28381,139.30381,194.50381,125.38381,166.80381,191.86381,200.62381,102.28691,150.46381,142.52381,139.94381,139.48381,139.24381,149.36381,157.4469,159.24381,158.84381,157.44381,161.78381,155.62381,135.22381,165.96381,130.32381,138.72381,172.3169,126.26381,159.50381
121,1,168.52503,144.54503,167.18503,124.28503,129.62503,164.00503,133.64503,151.54503,139.48503,194.78503,125.62503,167.04503,192.08503,200.90503,102.50503,150.70503,142.76503,140.14503,139.68376,139.44376,149.56503,157.70503,159.52503,159.08503,157.68503,161.98503,155.86503,135.42503,166.18503,130.46901,138.96503,172.52503,126.44503,159.70503
121,2,168.81787,144.79787,167.46574,124.50393,129.81787,164.21787,133.89787,151.81787,139.71787,195.15787,125.87787,167.31787,192.35787,201.23787,102.69787,150.97787,143.01787,140.41787,139.86596,139.62757,149.78596,157.97787,159.79787,159.41787,157.97787,162.19787,156.13787,135.65787,166.47787,130.69787,139.23787,172.79787,126.69787,159.93787
122,0,169.07853,145.02426,167.72426,124.70426,129.98426,164.42426,134.09713,152.04426,139.94426,195.38426,126.10426,167.54426,192.66426,201.60426,102.94426,151.16426,143.24426,140.62426,140.08426,139.84426,150.00426,158.24426,160.04426,159.66426,158.20426,162.42426,156.32426,135.88426,166.72426,130.93853,139.46426,173.02426,126.90426,160.12426
122,1,169.39193,145.24548,168.03193,124.91193,130.21193,164.63193,134.31193,152.35193,140.27193,195.79193,126.39731,167.81419,193.05193,202.05193,103.25193,151.43193,143.49193,140.88699,140.32096,140.08096,150.31096,158.55193,160.39193,159.89193,158.49193,162.73193,156.67193,136.13193,166.99193,131.16699,139.71193,173.24548,127.19193,160.37193
122,2,169.65701,145.55701,168.25701,125.09957,130.45701,164.91701,134.59701,152.67701,140.43701,196.19701,126.55701,167.9735,193.41701,202.39701,103.51701,151.73701,143.91701,141.11701,140.4735,140.2335,150.46814,158.83701,160.67701,160.19701,158.81701,163.11701,157.03701,136.53701,167.29701,131.45701,139.98675,173.49701,127.47701,160.61701
123,0,169.92145,145.76786,168.48145,125.29382,130.68145,165.16145,134.82145,152.96145,140.66145,196.60145,126.82145,168.22145,193.84145,202.74145,103.74145,152.02145,144.20145,141.36145,140.68145,140.44145,150.70145,159.08145,160.98145,160.46145,159.08145,163.36573,157.36145,136.82145,167.56145,131.72145,140.14145,173.74145,127.74145,160.78145
123,1,170.16268,145.96756,168.72634,125.48268,130.84634,165.36453,135.04268,153.22268,140.88268,196.86268,127.04756,168.44268,194.28268,203.00268,103.94268,152.28268,144.44268,141.58268,140.85634,140.62089,150.92268,159.30268,161.22268,160.74268,159.32268,163.58634,157.68268,137.02817,167.80268,131.90268,140.40268,173.94268,127.84919,160.98268
123,2,170.5039,146.2039,168.9839,125.73232,131.0839,165.6439,135.2839,153.4839,141.1439,197.1639,127.3039,168.65463,194.7839,203.3778,104.1639,152.5439,144.7039,141.8439,141.0839,140.8639,151.1639,159.6039,161.5039,161.0039,159.5839,163.8239,157.9978,137.3439,168.1039,132.1239,140.6839,174.2039,128.1039,161.2439
124,0,170.75932,146.45932,169.21932,125.89932,131.29932,165.91932,135.53932,153.73932,141.37932,197.51932,127.55932,168.87932,195.03932,203.65932,104.40466,152.79932,144.97932,142.07932,141.29932,141.07932,151.37932,159.87932,161.81932,161.27932,159.87932,164.05932,158.25932,137.59932,168.37932,132.35932,140.91932,174.45932,128.33932,161.43932
124,1,171.03732,146.67732,169.43732,126.03732,131.47732,166.09732,135.73732,153.97732,141.57366,197.73732,127.77732,169.07732,195.25732,203.93732,104.61366,153.03732,145.19732,142.29732,141.49366,141.25366,151.61366,160.11732,162.09732,161.51732,160.07732,164.23732,158.43732,137.83732,168.61732,132.55732,141.11732,174.69732,128.54366,161.65732
124,2,171.29274,146.91274,169.67274,126.23274,131.69091,166.31274,135.95274,154.23274,141.81274,197.95274,128.03137,169.31274,195.51274,204.27274,104.83274,153.29274,145.45274,142.53274,141.71137,141.47758,151.84137,160.41274,162.35274,161.79274,160.33274,164.45274,158.69274,138.11137,168.89274,132.77274,141.37274,174.95274,128.79274,161.89758
125,0,171.57655,147.22552,169.89655,126.43655,131.86164,166.53655,136.13655,154.47655,142.01328,198.23655,128.21655,169.53655,195.75655,204.55655,105.05655,153.53655,145.69655,142.77655,141.90164,141.67218,152.05655,160.64328,162.61655,162.05655,160.57655,164.67655,158.89655,138.35655,169.15655,132.99655,141.59655,175.19655,129.01655,162.09328
125,1,171.82036,147.26036,170.08036,126.64036,132.06036,166.74036,136.38036,154.72036,142.22036,198.54036,128.46036,169.80036,195.90036,204.88036,105.26036,153.78036,145.94036,143.00036,142.10518,141.88036,152.24759,160.88036,162.90036,162.30036,160.82036,164.90036,159.14036,138.56036,169.40036,133.22036,141.82036,175.40036,129.22518,162.28036
125,2,172.07578,147.48526,170.33578,126.80289,132.22716,166.93578,136.60289,154.97578,142.43578,198.89578,128.71578,170.03578,196.11578,205.23578,105.47578,154.05578,146.15578,143.23578,142.30645,142.07578,152.45578,161.15578,163.17578,162.61578,161.11578,165.05578,159.41578,138.77578,169.69578,133.43578,142.08157,175.66526,129.47289,162.51578
126,0,172.36862,147.74862,170.56862,127.02862,132.42862,167.19465,136.84862,155.24862,142.66862,199.18862,128.94862,170.27621,196.38862,205.60862,105.68862,154.30862,146.42862,143.45931,142.52862,142.31552,152.70862,161.42862,163.46862,162.90862,161.38862,165.28931,159.66862,139.04862,169.96862,133.70862,142.36862,175.92862,129.72862,162.72862
126,1,172.6737,148.02109,170.8537,127.2337,132.5937,167.3737,137.0737,155.5737,142.8937,199.60109,129.1937,170.5337,196.8137,205.9137,105.9337,154.5337,146.6737,143.7137,142.7337,142.4937,152.9337,161.6737,163.7737,163.1937,161.6737,165.5137,159.9937,139.2937,170.2137,133.9537,142.6937,176.12592,130.0137,162.91951
126,2,172.95551,148.41551,171.05551,127.53551,132.87551,167.73551,137.37551,156.05551,143.17551,200.17551,129.55551,171.04653,197.65551,206.37551,106.20276,154.83551,147.15551,144.07276,143.03551,142.80275,153.17551,161.93551,164.13551,163.63551,162.11275,165.87551,160.41551,139.63551,170.61551,134.31276,143.03551,176.43551,130.43551,163.17268
127,0,173.25342,148.73342,171.41342,127.83342,133.05342,168.12724,137.63342,156.65342,143.36034,200.79342,129.81689,171.61342,198.69342,206.83342,106.52171,155.09069,147.43342,144.47171,143.43633,143.05342,153.47342,162.25342,164.53342,164.13342,162.55342,166.23724,160.91342,139.97342,170.93342,134.63342,143.39342,176.69342,130.89342,163.35342
127,1,173.55397,148.93198,171.65397,128.05397,133.22733,168.25397,137.85397,157.05397,143.57397,201.19397,129.99397,171.83397,199.17397,207.23397,106.77397,155.37397,147.67397,144.81397,143.45397,143.21397,153.73397,162.47397,164.81397,164.47397,162.83397,166.45198,161.21397,140.19397,171.25397,134.91397,143.55397,176.97397,131.11397,163.61397
127,2,173.84744,149.18744,171.84744,128.26744,133.43581,168.48744,138.06744,157.36744,143.84744,201.46744,130.20872,172.10744,199.48744,207.54744,107.00744,155.62744,147.96248,145.08744,143.67872,143.43872,153.96744,162.74744,165.06744,164.70744,163.06872,166.70744,161.40744,140.48549,171.54744,135.12678,143.80744,177.16744,131.38744,163.74744
128,0,174.09769,149.47769,172.05769,128.47769,133.65769,168.69769,138.31769,157.65769,144.05769,201.75769,130.45769,172.27769,199.73769,207.83769,107.19384,155.89769,148.21769,145.35769,143.87769,143.65769,154.19769,163.03769,165.33769,164.97769,163.31769,166.91769,161.65769,140.75769,171.81769,135.35769,144.01769,177.45769,131.59769,163.98692
128,1,174.38794,149.68794,172.28794,128.66794,133.84794,168.92794,138.56794,157.94794,144.30794,202.02794,130.68794,172.48794,199.84794,208.14794,107.42794,156.12794,148.46794,145.64794,144.10794,143.86794,154.44897,163.30794,165.60794,165.24794,163.58794,167.12794,161.88794,140.96794,172.08794,135.60794,144.26794,177.66794,131.78794,164.15897
