,,pid1263b-06,pid52932-21,pid53576-04,pid610003b-10,pid9048b-10,pid9049b-06,pid9049b-24,pid9050b-06,pid9052b-11,pid9054b-06,pid9055b-06,pid9058b-06,pid9059b-10,pid9060b-04,pid9061b-03,pid9062b-09,pid9063b-10,pid9064-17,pid9065-22,pid9066b-06,pid9069-06,pid9070b-18,pid9072b-10,pid9073b-10,pid9074g-06,pid9075b-06,pid9076-16,pid9077-04,pid9085-20,pid9089-13,pid9090-17,pid9093b-12,pid9094b-06,pid9099b-10,pid9104b-06,pid9111b-08,pid9115-10,pid9116-12,pid9118b-10,pid9119-10,pid9137-18,pid9138b-06,pid9139b-06,pid9153b-06,pid9158-03,pid9166k-07,pid9170b-06,pid9174b-06,pid9179-08,pid9182-06,pid9192b-06
114,1,161.28041,157.36041,174.50041,193.80041,183.02041,162.04041,153.5552,164.4152,147.16041,164.83149,189.06041,176.33082,171.88041,170.72041,175.84041,213.24041,173.82041,165.14041,179.6852,209.62041,201.28041,174.5352,185.72041,164.9926,167.90041,160.11347,174.64041,174.62041,164.06041,186.42041,156.66041,168.90041,185.84041,183.5952,185.12041,239.36041,186.2652,146.2252,169.88041,149.9252,218.23163,145.98041,176.26041,182.60041,154.08041,162.14041,183.30041,164.9452,191.52041,183.36041,197.38041
114,2,161.88123,157.86122,174.86122,194.42122,183.50123,162.50122,153.96122,164.79281,147.60122,165.08122,189.50122,176.86122,172.30122,171.28123,176.24122,213.76122,174.26123,165.74122,180.12122,210.04122,201.84123,174.96122,186.16123,165.38122,168.36122,160.48122,175.08122,175.06122,164.50122,186.86122,157.10122,169.34122,186.20122,183.97374,185.60122,239.88122,186.72122,146.49561,170.4114,150.36122,218.90123,146.42122,176.70122,183.04122,154.80122,162.70122,183.78122,165.54122,192.12123,183.80122,197.92122
115,0,162.43633,158.39439,175.23633,194.99633,184.11633,163.03633,154.39316,165.17633,148.03633,165.41878,189.89633,177.43633,172.82316,171.77633,176.66316,214.37633,174.81633,166.07633,180.53633,210.63633,202.29633,175.45633,186.55633,165.73633,168.79633,160.85878,175.67633,175.67633,164.93633,187.45633,157.41633,169.85633,186.58316,184.31633,186.23633,240.53633,187.19633,146.87633,170.73633,150.69316,219.53633,146.71633,177.24316,183.61633,155.27633,163.19633,184.13316,165.99633,192.67633,184.25633,198.43633
115,1,162.95633,158.71633,175.61633,195.51633,184.61633,163.43633,154.79633,165.55633,148.37633,165.79633,190.23633,177.91633,173.19633,172.19633,177.01633,214.79633,175.21633,166.47633,181.07633,211.53633,202.87633,175.85633,187.05633,166.13633,169.31633,161.23633,176.05633,176.05633,165.41633,187.97633,157.85633,170.39633,186.87633,184.69633,186.65316,240.97633,187.67633,147.21633,171.05633,151.07633,220.07633,147.00316,177.55633,184.23633,155.73633,163.71531,184.53633,166.35633,193.21633,184.79633,199.03633
115,2,163.45429,159.19429,175.81429,196.23429,185.25429,163.78214,155.17429,166.11429,148.7581,166.18214,190.73429,178.41429,173.65429,172.85429,177.49429,215.45429,175.71429,166.91429,181.69429,212.27429,203.57429,176.45429,187.61429,166.52214,169.95429,161.60214,176.55429,176.55429,165.93429,188.49429,158.37429,170.99429,187.31429,185.03429,187.07429,241.49429,188.31429,147.60214,171.43429,151.54214,220.89429,147.35429,178.00214,184.97429,156.17429,164.39429,185.05429,166.91429,193.93429,185.31429,199.73429
116,0,163.81224,159.69225,176.73225,196.75224,185.79225,164.09224,155.53056,166.48112,149.15224,166.51225,191.15075,178.89225,174.11225,173.27225,177.85225,216.11225,176.21225,167.37224,182.17225,212.75045,204.13225,176.97224,188.09224,166.92112,170.41225,161.89225,177.13225,177.13225,166.39225,189.07225,158.81224,171.55225,187.69225,185.45225,187.57225,242.25224,188.91225,147.95045,171.77225,151.95225,221.49225,147.67056,178.41225,185.40408,156.73225,164.77225,185.45225,167.31224,194.45225,185.83225,200.21225
116,1,164.4702,160.1902,177.1902,197.3902,186.3102,164.4302,155.9302,166.66505,149.5502,166.8102,191.4634,179.3902,174.5102,173.6502,178.2902,216.5702,176.7102,167.83041,182.5302,213.0902,204.9302,177.4702,188.5902,167.24204,170.8102,162.2502,177.8502,177.8302,166.8502,189.4902,159.2801,172.0502,188.0102,185.8302,188.1502,242.7302,189.3902,148.26505,172.1102,152.30505,222.1702,147.9502,178.8702,185.8502,157.1234,165.2902,185.7502,167.7702,194.9702,186.3702,200.7902
116,2,164.9328,160.72082,177.58082,198.18082,186.98082,164.78082,156.54082,167.0327,149.96082,167.10082,191.84082,179.86082,175.12082,174.18082,178.72082,217.12082,177.24082,168.48082,182.98082,213.52082,205.54082,177.86082,188.98082,167.62082,171.32082,162.68082,178.38082,178.36082,167.22082,189.96082,159.73216,172.58082,188.36082,186.30082,188.62082,243.32082,189.90082,148.59887,172.53541,152.74082,222.80082,148.29541,179.32082,186.32082,157.64082,165.84082,186.20082,168.30082,195.76082,186.90082,201.32082
117,0,165.53633,161.27439,178.01633,198.83633,187.63633,165.19633,157.29316,167.41633,150.49633,167.41293,192.19633,180.48316,175.84658,174.66544,179.12544,217.99633,178.01633,168.96544,183.38932,214.03633,206.37633,178.36316,189.57633,167.99633,171.73633,163.19633,179.04316,179.04316,167.66544,190.43633,160.09633,173.27633,188.91633,186.75633,189.06316,244.31633,190.51633,149.13316,172.79633,153.18544,223.57633,148.61633,179.95633,186.85633,158.08544,166.40316,186.61633,168.76544,196.48544,187.35633,201.82829
117,1,166.16612,161.68612,178.64612,199.50612,188.22612,165.66612,157.82612,167.92612,150.86612,167.74612,192.54612,181.14612,176.48612,175.08612,179.56612,218.58612,178.50612,169.50612,184.02612,214.60612,207.00612,178.84612,190.24612,168.48612,172.24612,163.78612,179.52612,179.52612,168.22612,190.90612,160.48612,173.81837,189.38225,187.34612,189.58612,244.90612,191.08612,149.58612,173.14612,153.62612,224.20612,148.92612,180.50224,187.34612,158.62224,166.96612,187.08612,169.16612,197.20612,187.84612,202.40612
117,2,166.77837,162.43837,179.25837,200.59837,188.89837,166.05837,158.35837,168.35946,151.33837,168.07837,192.91837,181.77837,177.13837,175.69084,180.05837,219.39837,179.11837,170.27837,184.75837,215.35837,207.75837,179.45837,191.03837,168.90418,172.85837,164.45837,180.27837,180.27837,168.81837,191.35837,160.85837,174.33946,190.03837,187.83837,190.19837,245.59837,191.69837,150.21837,173.57837,154.15837,225.05837,149.33837,181.15837,188.15837,159.23837,167.77837,187.67837,169.83837,198.27837,188.35837,203.01209
118,0,167.25994,163.07959,179.71959,201.37959,189.55959,166.37959,158.95959,168.65959,151.92918,168.41959,193.35959,182.65959,177.67959,176.03959,180.57959,220.13959,179.77959,170.77959,185.33959,215.99959,208.65959,180.25959,191.51959,169.25959,173.45959,165.23959,181.21959,181.19959,169.23959,191.87959,161.31959,174.89959,190.61959,188.41959,190.63959,246.61959,192.47959,150.95959,174.07959,154.57959,226.17959,149.81959,181.65959,188.6574,159.8716,168.11959,188.15423,170.39959,199.05959,188.81959,203.42918
118,1,167.66735,163.92735,180.24735,202.18735,190.18735,166.83578,159.46217,169.09867,152.58735,168.82735,193.86735,183.36735,178.20735,176.45347,181.02735,220.92735,180.36735,171.30735,185.90735,217.24735,209.15867,180.74735,192.26735,169.70304,174.12735,165.82867,181.86735,181.86735,169.66735,192.44735,161.70735,175.70735,191.18735,189.20735,191.26735,247.58735,193.16735,151.54735,174.40735,155.14735,226.90735,150.32735,182.12867,189.30735,160.44735,168.64735,188.55867,170.76735,199.86735,189.38735,204.06735
118,2,168.24408,164.66408,180.70408,202.80408,190.94408,167.32704,159.92408,169.46704,153.20408,169.12803,194.39852,183.92408,178.68408,176.92408,181.54408,221.70408,181.00408,172.16408,186.42408,218.22408,209.78408,181.34408,193.17816,170.06408,174.64408,166.46408,182.60408,182.58408,170.00408,192.98408,162.13704,176.42408,191.74408,189.84408,191.86408,248.72408,193.82408,152.24408,174.92408,155.50408,227.48408,150.96408,182.76408,189.94408,161.08408,169.08408,189.14408,171.23704,200.50408,189.88408,204.70408
119,0,168.64372,165.09745,181.1449,203.4198,191.63939,167.7449,160.3649,169.85745,153.63745,169.5449,194.8249,184.38959,179.1249,177.27745,181.9849,222.4249,181.4449,172.6649,186.8649,218.89745,210.3049,181.7849,193.84959,170.43745,175.2398,166.9849,183.1449,183.1449,170.4449,193.62959,162.5449,177.0198,192.1649,190.62449,192.27745,249.3449,194.2649,152.8598,175.3049,155.9049,227.99469,151.3849,183.3398,190.55469,161.6049,169.5249,189.5849,171.5449,201.12959,190.3249,205.34959
119,1,169.07388,165.53388,181.59388,203.99388,192.25388,168.17388,160.76194,170.27388,154.05388,169.89388,195.25388,184.85388,179.57194,177.71388,182.41388,222.95388,181.89388,173.13388,187.27388,219.25388,210.81388,182.23194,194.59388,170.85388,175.71388,167.39388,183.59388,183.59388,170.85388,194.25388,162.87388,177.57388,192.67388,191.19388,192.71388,249.93388,194.73388,153.28463,175.59388,156.41388,228.47388,151.89388,183.81388,191.05388,162.03388,169.89194,190.01388,171.95194,201.67388,190.85388,205.83388
119,2,169.52653,166.04653,181.98653,204.66653,192.86653,168.40653,161.03827,170.60653,154.50653,170.26653,195.70653,185.26653,179.86653,178.14653,182.92653,223.50653,182.32653,173.55827,187.80653,219.84653,211.24653,182.60653,195.26653,171.28653,176.18306,167.69826,184.06653,184.06653,171.22653,194.74653,163.16653,178.06653,193.20653,191.72653,193.11827,250.88653,195.18653,153.64653,175.94653,156.80653,229.02653,152.32653,184.20653,191.48653,162.66653,170.30653,190.40653,172.36653,202.34653,191.40653,206.52653
120,0,169.98837,166.46459,182.49918,205.47918,193.41918,168.71918,161.39918,171.01918,155.09918,170.65918,196.23918,185.69918,180.25918,178.55918,183.41918,223.93918,182.75918,173.93918,188.39918,220.39918,211.67918,183.07918,195.97918,171.61918,176.63918,168.07918,184.47918,184.47918,171.63918,195.31918,163.61918,178.53918,193.95918,192.37918,193.53918,251.79918,195.69918,153.99918,176.21918,157.29918,229.58837,152.73918,184.67918,192.05918,163.09918,170.99918,190.81918,172.83918,203.15918,191.87918,207.31918
120,1,170.48082,166.84082,182.94082,206.22082,194.08082,169.18541,161.70082,171.46082,155.60082,171.08082,196.96082,186.18082,180.64082,179.04082,183.90082,224.54082,183.24082,174.32082,188.92082,220.82082,212.18082,183.56082,196.60082,172.08082,177.10082,168.42082,185.00082,185.00082,172.12082,195.80082,164.08082,179.02082,194.56082,193.16082,193.98082,252.50082,196.31541,154.42082,176.56082,157.78082,230.18082,153.22541,185.08082,192.58082,163.62082,171.88082,191.22082,173.40082,203.90082,192.36082,208.03163
120,2,170.8732,167.27959,183.4748,206.67959,194.83878,169.37959,161.99959,171.85959,156.01959,171.61074,197.55959,186.46926,181.05959,179.46653,184.3648,225.07959,183.77959,174.63959,189.4548,221.13959,212.71959,183.87959,197.13959,172.39959,177.63959,168.7292,185.53959,185.53959,172.55959,196.19959,164.49959,179.51959,194.99959,193.70918,194.31959,252.93959,196.73959,154.8748,176.9748,158.18653,230.69959,153.65959,185.5348,193.0148,163.89959,172.09959,191.55959,173.93096,204.35959,192.85959,208.63959
121,0,171.51005,167.7302,183.9702,207.5102,195.4902,169.9001,162.3102,172.3502,156.4302,171.9102,198.1702,187.0302,181.4302,179.9302,184.7902,225.7902,184.3102,175.0702,189.8702,221.5502,213.2702,184.3302,197.7502,172.9302,178.0502,169.1702,186.0502,186.0502,173.0702,196.6902,165.0102,179.9102,195.7102,194.4702,194.7301,253.3902,197.4702,155.2102,177.2502,158.6902,231.3902,154.2401,185.9302,193.7102,164.4302,172.5502,191.9502,174.3302,205.1902,193.39674,209.33041
121,1,171.95633,168.21633,184.63633,208.17633,196.05633,170.31633,162.79633,172.87633,156.87633,172.41633,198.79633,187.49633,181.99633,180.33633,185.27633,226.41633,184.81633,175.59633,190.43633,221.97633,213.75633,184.85633,198.33633,173.49633,178.53633,169.63633,186.61633,186.61633,173.69633,197.27633,165.55633,180.43633,196.39633,195.03633,195.17633,253.99633,198.09633,155.67633,177.63633,159.35633,232.11633,154.61633,186.57633,194.33633,164.75633,173.09633,192.45633,174.85633,205.91633,193.87633,210.03633
121,2,172.69434,168.72735,185.69959,209.30735,196.70947,171.06735,163.46735,173.48735,157.34735,173.06735,199.66735,188.14735,182.62962,180.90934,185.96735,227.16735,185.56735,176.14735,191.12735,222.42735,214.48867,185.30735,199.00867,174.06974,178.86735,170.24735,187.34735,187.34735,174.38735,197.88735,166.10735,181.06735,197.08735,195.74735,195.86735,254.74735,198.80735,156.23217,178.12981,159.96735,233.20735,155.50735,187.18735,195.22735,165.36735,173.78735,193.05867,175.43578,206.98735,194.61867,210.78735
122,0,173.60531,169.52041,186.41082,210.87082,197.36041,171.98041,164.22041,174.62041,158.00041,173.82041,200.72041,189.14041,183.60123,181.60041,186.5468,228.26041,186.22041,176.80041,192.06041,223.22041,215.64041,186.12041,200.02041,175.18041,179.48041,171.18041,188.22041,188.22041,175.48041,198.76041,167.08041,181.96041,198.30041,197.07082,196.68041,255.86041,199.84041,156.88041,178.96041,161.06041,234.32041,156.28041,188.00041,196.68041,165.96041,174.72041,193.72041,176.18041,208.55082,195.06041,211.64041
122,1,174.23469,170.23469,186.95469,211.61469,198.19469,172.59469,164.85469,175.17469,158.53469,174.61469,201.33469,189.85469,184.27469,182.29469,187.21469,228.99469,186.73469,177.37469,192.85469,223.73469,216.27469,186.75469,200.63469,175.77469,180.01469,171.85469,188.69469,188.67469,175.99469,199.35469,167.79469,182.57469,199.13469,197.71469,197.49469,256.45469,200.41469,157.43469,179.53469,161.57469,235.05469,156.87469,188.75469,197.15469,166.59469,175.41469,194.35469,176.73469,209.29469,195.71469,212.17469
122,2,174.65102,170.75102,187.59102,212.11102,198.67102,173.15102,165.37102,175.61102,158.95102,175.03102,201.75102,190.29102,184.71102,182.71102,187.71102,229.71102,187.15102,177.89102,193.41102,224.17102,216.85102,187.19102,201.05102,176.19102,180.43102,172.35102,189.07102,189.07102,176.41051,199.77102,168.21306,182.99102,199.61102,198.17102,197.91204,256.87102,200.83102,157.95102,179.95102,161.99102,235.75102,157.35102,189.23102,197.57102,167.09102,175.81102,194.87102,177.15102,209.79102,196.21102,212.63102
123,0,175.02653,171.18653,187.98653,212.72306,199.12306,173.62653,165.88653,175.98653,159.34653,175.40653,202.12653,190.64653,185.20653,183.10653,188.10653,230.32653,187.52653,178.28653,193.80306,224.62653,217.38653,187.58653,201.46653,176.54826,180.84653,172.80653,189.42653,189.42653,176.76653,200.18653,168.62653,183.42653,200.10653,198.60653,198.32653,257.28306,201.18653,158.32653,180.34653,162.38653,236.36653,157.80653,189.58653,197.94653,167.38653,176.22653,195.26653,177.58653,210.38653,196.68653,213.06653
123,1,175.40204,171.64204,188.44204,213.24204,199.56204,174.20204,166.42204,176.34204,159.72204,175.78204,202.50204,191.06204,185.76204,183.58204,188.48204,230.82204,187.90204,178.68204,194.28204,225.10204,217.91408,188.04204,201.88204,176.92204,181.22204,173.36204,189.92204,189.90204,177.15408,200.58204,169.08204,183.86204,200.50612,199.04204,198.90204,257.72204,201.60204,158.78204,180.76204,162.72204,237.06204,158.22204,190.06204,198.54204,167.74204,176.62204,195.70204,177.94204,210.92204,197.22204,213.46204
123,2,175.92643,172.14286,189.10286,213.78286,200.26286,174.66286,166.80286,176.90286,160.08286,176.37571,203.02286,191.50286,186.18286,184.06286,189.04286,231.56286,188.34286,179.20286,194.72286,225.78286,218.72286,188.58286,202.34286,177.52286,181.72286,173.78286,190.36286,190.36286,177.60286,201.15571,169.56286,184.38286,201.10286,199.58286,199.40286,258.20286,202.22286,159.22286,181.20286,163.16286,237.60286,158.66286,190.74286,199.12286,168.30286,177.10286,196.16286,178.38286,211.46286,197.70286,213.96286
124,0,176.30286,172.54286,189.54286,214.28286,200.80286,175.04286,167.13643,177.32286,160.40286,176.86286,203.42286,192.00286,186.60286,184.54286,189.50286,232.14286,188.74286,179.66286,195.26286,226.14286,219.68286,188.98286,202.80286,177.92286,182.16286,174.18286,190.90286,190.90286,177.98286,201.60286,170.04286,184.78286,201.64286,200.22286,199.84286,258.64286,202.62286,159.54286,181.64286,163.52286,238.24143,159.04286,191.20286,199.60286,168.70286,177.58286,196.58286,178.80286,211.96286,198.14286,214.38286
124,1,176.76735,173.12735,189.98735,214.76735,201.32204,175.46735,167.50735,177.80735,160.82735,177.40735,203.98735,192.42735,187.10735,185.08735,189.94735,232.66735,189.16735,180.10735,195.90735,226.54735,220.20735,189.44735,203.22735,178.40735,182.60735,174.72735,191.32735,191.32735,178.40735,202.12735,170.52735,185.22735,202.30735,200.76735,200.34735,259.06735,203.04735,159.94735,182.10735,163.94735,238.74735,159.46735,191.68469,200.14735,169.16735,178.20735,197.00735,179.22735,212.42735,198.76735,214.86735
124,2,177.30653,173.48653,190.46653,215.38653,201.80653,175.84653,167.86653,178.18653,161.14653,177.82653,204.38653,192.82653,187.50653,185.46653,190.38653,233.32653,189.52653,180.52653,196.26653,226.88653,220.70653,189.90653,203.60653,178.76653,183.02653,175.08653,191.68653,191.68653,178.76653,202.54306,170.94653,185.58653,202.84653,201.20653,200.70653,259.42653,203.40653,160.30653,182.46653,164.30653,239.60653,159.82653,192.10653,200.64653,169.52653,178.58653,197.36653,179.72653,213.06653,199.26653,215.32653
125,0,177.75837,173.93837,190.93837,215.95837,202.35837,176.23837,168.23837,178.61837,161.47837,178.29837,204.95837,193.21837,187.85837,185.85837,190.77837,233.93837,189.91837,180.97837,196.71837,227.25837,221.13837,190.35837,203.99837,179.19837,183.45837,175.47837,192.03837,192.03837,179.10418,202.93837,171.55837,185.95837,203.29837,201.61837,201.09837,259.87837,203.79837,160.65837,182.91837,164.65837,240.26347,160.15837,192.51837,201.03837,169.87837,179.06673,197.73837,180.17837,213.63837,199.71837,215.78673
125,1,178.20286,174.38286,191.40286,216.64286,202.80286,176.78286,168.76286,179.08286,161.84286,178.82286,205.38286,193.60286,188.34286,186.36286,191.20286,234.58286,190.34286,181.44286,197.34286,227.77571,221.68286,190.96286,204.44286,179.70286,183.88286,175.94286,192.48286,192.48286,179.50286,203.42286,172.10286,186.38286,204.00286,202.14286,201.64286,260.40286,204.34286,161.08286,183.45571,165.04286,240.78286,160.56286,193.00286,201.58286,170.28286,179.56286,198.18286,180.62286,214.34286,200.26286,216.31571
125,2,178.79918,174.79918,191.91918,217.19918,203.38837,177.19918,169.05918,179.55918,162.17918,179.25918,205.75918,194.03918,188.71918,186.89918,191.71918,235.26674,190.75918,181.87918,198.01918,228.47918,222.35918,191.44837,204.85918,180.15918,184.39918,176.31918,192.97918,192.97918,179.91306,204.02837,172.49918,186.83918,204.49918,202.61918,202.05918,260.81918,204.87918,161.49918,183.94837,165.45918,241.65918,160.95918,193.43918,202.09918,170.69918,179.97918,198.57918,181.03918,214.87918,200.81918,216.73918
126,0,179.35551,175.29551,192.32276,217.93551,204.05551,177.77551,169.39551,180.13551,162.53551,179.65551,206.21551,194.49551,189.17551,187.35551,192.25551,235.89551,191.17551,182.23655,198.61551,228.85551,223.05551,192.01551,205.34102,180.71551,184.83551,176.75551,193.65551,193.63551,180.25551,204.55551,172.91551,187.29551,204.91551,203.27551,202.54653,261.27551,205.33551,161.95551,184.45551,165.91551,243.01551,161.33551,194.01551,202.69551,171.21551,180.57551,198.95551,181.51551,215.61551,201.39551,217.17551
126,1,179.86816,175.72816,192.78816,218.44816,204.50816,178.22633,169.76816,180.56816,162.96816,180.10633,206.64816,194.94816,189.60816,187.82449,192.68816,236.56816,191.60816,182.54816,199.08449,229.28816,223.48816,192.60816,205.84816,181.30816,185.26816,177.20816,194.08816,194.06816,180.68816,205.12816,173.34816,187.72816,205.66816,203.70816,203.18816,261.72816,205.76816,162.40816,184.98816,166.34816,243.54816,161.76816,194.44816,203.16816,171.66816,181.14265,199.40816,181.94816,216.38816,201.82816,217.72816
126,2,180.38286,176.06286,193.13571,219.16286,205.10286,178.58286,170.10286,181.06286,163.30286,180.44286,207.14286,195.30286,189.94286,188.24286,193.02286,237.08286,191.94286,182.88286,199.54286,229.60286,224.10286,192.96286,206.20286,181.64286,185.72286,177.54286,194.42286,194.42286,181.04286,205.46286,173.76286,188.03643,206.06286,204.18286,203.52286,262.06286,206.14286,162.86286,185.36286,166.86286,243.92286,162.07257,195.02286,203.70286,172.04286,181.48286,199.80286,182.28286,216.84286,202.46286,218.10286
127,0,180.87102,176.49102,193.59102,219.79102,205.59102,179.05102,170.51102,181.55102,163.75102,180.93204,207.59102,195.85204,190.33102,188.73102,193.43102,237.71102,192.35102,183.47102,200.09204,229.99102,224.55102,193.39102,206.69102,182.11204,186.23102,177.93102,194.97102,194.97102,181.45102,205.97102,174.21102,188.43102,206.57102,204.69102,203.91102,262.57102,206.65102,163.23102,185.81102,167.29102,244.71102,162.39102,195.51102,204.23102,172.57102,181.95102,200.19102,182.79102,217.45102,203.13102,218.51102
127,1,181.52,177.12,194.16,220.68,206.18,179.82,170.67387,182.24,164.3,181.54,208.36,196.5,190.98,189.28,193.96,238.34,192.8,184.41,200.84,230.48,225.16,193.88,207.48,182.82,186.9,178.52,195.7,195.7,181.96,206.74,174.92,189,207.42,205.48,204.7,263.48,207.3,163.68,186.64,167.82,245.56,162.8,196.18,205,173.02,182.6,200.78,183.46,218.34,203.88,218.98
127,2,181.98567,177.56567,194.62567,221.12567,206.62567,180.32567,170.67981,182.68567,164.72567,182.02567,209.16567,197.34567,191.66567,189.94567,194.38567,238.82567,193.24567,184.98567,201.64567,230.92567,225.60567,194.32567,207.96567,183.26567,187.34567,178.96567,196.14567,196.14567,182.40567,207.24567,175.36567,189.50567,207.86567,206.02567,205.52567,264.00567,208.00567,164.10567,187.40567,168.22567,246.00567,163.20567,196.70567,205.44567,173.46567,183.04567,201.22567,183.98567,218.78567,204.32567,219.40567
128,0,182.54735,177.98735,194.98735,221.70735,207.46735,180.88735,170.6841,183.20735,165.00735,182.38735,209.74735,197.66735,192.12735,190.30735,194.72735,239.62735,193.56735,185.30735,202.14735,231.30735,226.14735,194.80735,208.48735,183.78735,187.88735,179.54735,196.47867,196.46735,182.72735,207.72735,175.82735,190.06735,208.64735,206.60735,206.06735,264.54735,208.36735,164.46735,187.94735,168.52735,246.82735,163.43934,197.12735,206.42735,174.04735,183.62735,201.68735,184.38735,219.38735,205.00735,219.72735
128,1,183.02735,178.40735,195.48735,222.26735,207.88735,181.44735,170.68943,183.70469,165.34735,182.80735,210.18735,198.20469,192.68735,190.72735,195.12735,240.20735,193.96735,185.66735,202.72469,231.76735,226.74735,195.24735,208.88735,184.26735,188.32735,180.02735,196.86735,196.86735,183.12735,208.22735,176.24735,190.46735,209.16735,207.06735,206.56735,264.94735,208.76735,164.86735,188.40735,168.90735,247.46735,163.80867,197.58735,207.02735,174.48735,184.12735,202.12735,184.94735,219.94735,205.52735,220.18469
128,2,183.41102,178.79204,195.89204,222.69204,208.35204,181.75102,171.03006,184.11408,165.65102,183.19102,210.61204,198.63306,193.07102,191.27204,195.53102,240.75204,194.35102,186.07204,203.21102,232.13102,227.17306,195.69102,209.27102,184.71408,188.75204,180.35102,197.25102,197.25102,183.49102,208.65408,176.57102,190.85204,209.55204,207.45306,206.95204,265.35102,209.15102,165.25102,188.79102,169.25102,247.89204,164.17102,197.97204,207.51102,174.85204,184.51204,202.51102,185.35204,220.37102,205.97306,220.61102
129,0,183.84653,179.18653,196.28653,223.12653,208.80653,182.08653,171.06653,184.60653,165.96653,183.56653,211.04653,199.06653,193.46653,191.72653,195.94653,241.28653,194.72653,186.46653,203.58653,232.50653,227.60653,196.14653,209.66653,185.18653,189.16653,180.68653,197.62653,197.62653,183.84653,209.10653,176.92653,191.24653,209.94653,207.86653,207.36653,265.66653,209.50653,165.60653,189.22306,169.58653,248.46653,164.43827,198.44653,207.94653,175.24653,184.96653,202.88653,185.76653,220.78653,206.50653,220.98653
129,1,184.34571,179.54571,196.74571,223.70571,209.34571,182.48571,171.17673,185.16571,166.30571,183.92571,211.44571,199.42571,193.94571,192.20571,196.34571,241.72571,195.08571,186.82571,203.98571,233.04571,228.10571,196.58143,210.08571,185.74571,189.56571,181.08571,197.98571,197.98571,184.20571,209.58571,177.32571,191.70571,210.44571,208.34571,207.88571,266.04571,209.90571,165.98571,189.74571,169.90571,248.96571,164.78571,198.92571,208.38571,175.62571,185.46571,203.36571,186.16571,221.36571,206.98571,221.38571
129,2,184.93755,179.93755,197.2251,224.29755,209.91755,182.9651,171.18704,185.73755,166.69755,184.35755,211.87755,199.83755,194.45755,192.77755,196.99755,242.51755,195.47755,187.21755,204.53755,233.59755,228.65755,197.25755,210.53755,186.31755,190.03755,181.51755,198.41755,198.41755,184.61755,210.15755,177.83755,192.13755,210.87755,208.85755,208.45755,266.49755,210.31755,166.47755,190.37755,170.29755,249.49755,165.09755,199.43755,208.83755,176.1202,185.97755,203.89755,186.75755,221.95755,207.4851,221.81755
130,0,185.40088,180.33177,197.63177,224.86088,210.72088,183.46088,171.24088,186.14088,167.04088,184.82088,212.25177,200.24088,194.98088,193.26088,197.54088,243.00088,195.84088,187.76088,205.06088,234.02088,229.14088,197.80088,211.02088,186.70088,190.48088,182.00088,198.84088,198.84088,185.04088,210.80088,178.36088,192.68088,211.26088,209.54088,209.10088,266.96088,210.68088,167.14088,191.00088,170.66088,250.00088,165.42088,200.06088,209.28088,176.62088,186.58088,204.50088,187.14088,222.44088,207.96088,222.22088
130,1,186.04122,180.88122,198.22122,225.54123,211.38225,183.98122,171.37315,186.90122,167.48122,185.32122,212.72122,200.70122,195.60122,193.8549,198.00122,243.62612,196.26123,188.18122,205.56122,234.54122,229.99735,198.5549,211.50123,187.48122,191.00857,182.50122,199.26122,199.26122,185.46122,211.38367,179.04122,193.17245,211.82122,210.15245,209.72122,267.56122,211.10122,167.77245,191.68122,171.08122,250.65102,165.84122,200.8149,209.83245,177.18122,187.12122,205.14857,187.56122,223.20122,208.5749,222.82122
130,2,186.47224,181.23225,198.69225,225.89225,211.85225,184.31112,171.38525,187.25224,167.83225,185.67225,213.11225,201.05225,195.95225,194.27225,198.43224,244.11225,196.61225,188.53224,205.91225,234.89225,230.41225,198.95225,211.87224,187.83225,191.43224,182.85225,199.61225,199.61225,185.85225,211.79225,179.39225,193.57225,212.17225,210.51225,210.09224,267.91224,211.45225,168.13225,192.03224,171.43224,251.19225,166.13225,201.19225,210.23225,177.51225,187.47224,205.55225,188.03224,223.55225,208.97224,223.17225
131,0,186.90776,181.59592,199.10184,226.27592,212.31592,184.67592,171.59184,187.66551,168.21592,186.05592,213.57592,201.43592,196.39592,194.73592,198.79592,244.61592,196.99592,188.85592,206.32184,235.27592,230.91592,199.35592,212.27592,188.24551,191.83592,183.23592,199.97592,199.99592,186.21592,212.21592,179.79592,193.99592,212.62184,210.91592,210.53592,268.29592,211.81592,168.59592,192.49592,171.77592,251.67592,166.45592,201.61592,210.64184,177.93592,187.87592,205.99592,188.51592,223.94184,209.46184,223.55592
131,1,187.38326,181.96327,199.50327,226.70326,212.80327,185.08327,171.60653,188.22327,168.52776,186.48326,213.96327,201.80327,196.86327,195.28327,199.14327,245.10326,197.36327,189.12776,206.82326,235.66327,231.30327,199.76326,212.64327,188.74327,192.22327,183.64327,200.42326,200.40327,186.58327,212.74327,180.22327,194.52327,213.14327,211.34327,211.08327,268.72327,212.42326,169.00327,192.96327,172.12327,252.10326,166.78327,202.04326,211.06327,178.32326,188.30327,206.46327,188.87663,224.36327,209.92326,223.94327
